Country,Date Range,Segment,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,CoreText - PDF Viewed (Goal 1 Conversion Rate),CoreText - PDF Viewed (Goal 1 Completions),CoreText - PDF Viewed (Goal 1 Value),,,
Hungary,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,1,0,1,0.00%,45,00:23:10,0.00%,0,$0.00,,,
Hungary,"Jan 1, 2023 - Jun 30, 2023",Without /es/,41,39,75,0.00%,3.52,00:00:45,0.00%,0,$0.00,,,
Bulgaria,"Jan 1, 2023 - Jun 30, 2023",All Users,41,41,43,2.33%,4.21,00:01:49,0.00%,0,$0.00,,,
Bulgaria,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Bulgaria,"Jan 1, 2023 - Jun 30, 2023",Without /es/,41,41,43,2.33%,4.21,00:01:49,0.00%,0,$0.00,,,
Saudi Arabia,"Jan 1, 2023 - Jun 30, 2023",All Users,39,37,49,0.00%,3.24,00:00:21,0.00%,0,$0.00,,,
Saudi Arabia,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Saudi Arabia,"Jan 1, 2023 - Jun 30, 2023",Without /es/,38,36,48,0.00%,3.25,00:00:21,0.00%,0,$0.00,,,
Egypt,"Jan 1, 2023 - Jun 30, 2023",All Users,38,36,54,0.00%,4.72,00:01:51,0.00%,0,$0.00,,,
Egypt,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Egypt,"Jan 1, 2023 - Jun 30, 2023",Without /es/,38,36,54,0.00%,4.72,00:01:51,0.00%,0,$0.00,,,
Lithuania,"Jan 1, 2023 - Jun 30, 2023",All Users,33,33,37,0.00%,4.05,00:01:44,0.00%,0,$0.00,,,
Lithuania,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Lithuania,"Jan 1, 2023 - Jun 30, 2023",Without /es/,32,32,36,0.00%,4.08,00:01:47,0.00%,0,$0.00,,,
Nigeria,"Jan 1, 2023 - Jun 30, 2023",All Users,33,32,36,0.00%,4,00:00:46,0.00%,0,$0.00,,,
Nigeria,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Nigeria,"Jan 1, 2023 - Jun 30, 2023",Without /es/,33,32,36,0.00%,4,00:00:46,0.00%,0,$0.00,,,
Thailand,"Jan 1, 2023 - Jun 30, 2023",All Users,33,33,40,0.00%,4.05,00:01:19,0.00%,0,$0.00,,,
Thailand,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,1,1,1,0.00%,18,00:00:46,0.00%,0,$0.00,,,
Thailand,"Jan 1, 2023 - Jun 30, 2023",Without /es/,32,32,39,0.00%,3.69,00:01:19,0.00%,0,$0.00,,,
Venezuela,"Jan 1, 2023 - Jun 30, 2023",All Users,29,29,32,0.00%,3.94,00:01:47,0.00%,0,$0.00,,,
Venezuela,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,6,6,6,0.00%,4.5,00:04:19,0.00%,0,$0.00,,,
Venezuela,"Jan 1, 2023 - Jun 30, 2023",Without /es/,23,23,26,0.00%,3.81,00:01:12,0.00%,0,$0.00,,,
Bangladesh,"Jan 1, 2023 - Jun 30, 2023",All Users,27,27,30,0.00%,5.33,00:02:19,0.00%,0,$0.00,,,
Bangladesh,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Bangladesh,"Jan 1, 2023 - Jun 30, 2023",Without /es/,27,27,30,0.00%,5.33,00:02:19,0.00%,0,$0.00,,,
Croatia,"Jan 1, 2023 - Jun 30, 2023",All Users,27,27,29,0.00%,3.83,00:00:39,0.00%,0,$0.00,,,
Croatia,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Croatia,"Jan 1, 2023 - Jun 30, 2023",Without /es/,27,27,29,0.00%,3.83,00:00:39,0.00%,0,$0.00,,,
Kenya,"Jan 1, 2023 - Jun 30, 2023",All Users,26,26,28,0.00%,3.32,00:00:22,0.00%,0,$0.00,,,
Kenya,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Kenya,"Jan 1, 2023 - Jun 30, 2023",Without /es/,26,26,28,0.00%,3.32,00:00:22,0.00%,0,$0.00,,,
Ukraine,"Jan 1, 2023 - Jun 30, 2023",All Users,23,23,25,0.00%,3.92,00:00:55,0.00%,0,$0.00,,,
Ukraine,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Ukraine,"Jan 1, 2023 - Jun 30, 2023",Without /es/,23,23,25,0.00%,3.92,00:00:55,0.00%,0,$0.00,,,
Dominican Republic,"Jan 1, 2023 - Jun 30, 2023",All Users,21,21,23,0.00%,3.65,00:00:49,0.00%,0,$0.00,,,
Dominican Republic,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,2,2,3,0.00%,6,00:02:35,0.00%,0,$0.00,,,
Dominican Republic,"Jan 1, 2023 - Jun 30, 2023",Without /es/,19,19,20,0.00%,3.3,00:00:33,0.00%,0,$0.00,,,
Bolivia,"Jan 1, 2023 - Jun 30, 2023",All Users,20,19,20,0.00%,4.95,00:00:41,0.00%,0,$0.00,,,
Bolivia,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,3,3,3,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Bolivia,"Jan 1, 2023 - Jun 30, 2023",Without /es/,17,16,17,0.00%,5.29,00:00:48,0.00%,0,$0.00,,,
Puerto Rico,"Jan 1, 2023 - Jun 30, 2023",All Users,20,19,23,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Puerto Rico,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Puerto Rico,"Jan 1, 2023 - Jun 30, 2023",Without /es/,19,18,22,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Uruguay,"Jan 1, 2023 - Jun 30, 2023",All Users,20,20,22,0.00%,6.68,00:04:04,0.00%,0,$0.00,,,
Uruguay,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,2,2,2,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Uruguay,"Jan 1, 2023 - Jun 30, 2023",Without /es/,18,18,20,0.00%,7.05,00:04:29,0.00%,0,$0.00,,,
Serbia,"Jan 1, 2023 - Jun 30, 2023",All Users,19,19,20,0.00%,4.65,00:00:32,0.00%,0,$0.00,,,
Serbia,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Serbia,"Jan 1, 2023 - Jun 30, 2023",Without /es/,19,19,20,0.00%,4.65,00:00:32,0.00%,0,$0.00,,,
Slovakia,"Jan 1, 2023 - Jun 30, 2023",All Users,17,17,89,0.00%,3.51,00:01:46,0.00%,0,$0.00,,,
Slovakia,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Slovakia,"Jan 1, 2023 - Jun 30, 2023",Without /es/,17,17,89,0.00%,3.51,00:01:46,0.00%,0,$0.00,,,
El Salvador,"Jan 1, 2023 - Jun 30, 2023",All Users,17,17,17,0.00%,4.24,00:00:59,0.00%,0,$0.00,,,
El Salvador,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,5,5,5,0.00%,4.8,00:00:21,0.00%,0,$0.00,,,
El Salvador,"Jan 1, 2023 - Jun 30, 2023",Without /es/,12,12,12,0.00%,4,00:01:15,0.00%,0,$0.00,,,
Iceland,"Jan 1, 2023 - Jun 30, 2023",All Users,16,15,18,0.00%,4,00:02:19,0.00%,0,$0.00,,,
Iceland,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Iceland,"Jan 1, 2023 - Jun 30, 2023",Without /es/,16,15,18,0.00%,4,00:02:19,0.00%,0,$0.00,,,
Lebanon,"Jan 1, 2023 - Jun 30, 2023",All Users,16,16,21,0.00%,3.81,00:00:42,0.00%,0,$0.00,,,
Lebanon,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Lebanon,"Jan 1, 2023 - Jun 30, 2023",Without /es/,16,16,21,0.00%,3.81,00:00:42,0.00%,0,$0.00,,,
Sri Lanka,"Jan 1, 2023 - Jun 30, 2023",All Users,15,15,19,0.00%,3.16,00:00:09,0.00%,0,$0.00,,,
Sri Lanka,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Sri Lanka,"Jan 1, 2023 - Jun 30, 2023",Without /es/,15,15,19,0.00%,3.16,00:00:09,0.00%,0,$0.00,,,
Panama,"Jan 1, 2023 - Jun 30, 2023",All Users,14,14,16,0.00%,3.19,00:00:09,0.00%,0,$0.00,,,
Panama,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,1,1,1,0.00%,3,00:00:01,0.00%,0,$0.00,,,
Panama,"Jan 1, 2023 - Jun 30, 2023",Without /es/,13,13,15,0.00%,3.2,00:00:09,0.00%,0,$0.00,,,
Estonia,"Jan 1, 2023 - Jun 30, 2023",All Users,13,13,16,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Estonia,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Estonia,"Jan 1, 2023 - Jun 30, 2023",Without /es/,13,13,16,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Ethiopia,"Jan 1, 2023 - Jun 30, 2023",All Users,13,12,15,6.67%,3.27,00:02:03,0.00%,0,$0.00,,,
Ethiopia,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Ethiopia,"Jan 1, 2023 - Jun 30, 2023",Without /es/,13,12,15,6.67%,3.27,00:02:03,0.00%,0,$0.00,,,
Costa Rica,"Jan 1, 2023 - Jun 30, 2023",All Users,12,12,13,0.00%,6.23,00:01:00,0.00%,0,$0.00,,,
Costa Rica,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Costa Rica,"Jan 1, 2023 - Jun 30, 2023",Without /es/,12,12,13,0.00%,6.23,00:01:00,0.00%,0,$0.00,,,
Georgia,"Jan 1, 2023 - Jun 30, 2023",All Users,12,12,15,0.00%,3.2,00:00:05,0.00%,0,$0.00,,,
Georgia,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Georgia,"Jan 1, 2023 - Jun 30, 2023",Without /es/,12,12,15,0.00%,3.2,00:00:05,0.00%,0,$0.00,,,
Morocco,"Jan 1, 2023 - Jun 30, 2023",All Users,12,12,15,0.00%,3,00:00:01,0.00%,0,$0.00,,,
Morocco,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Morocco,"Jan 1, 2023 - Jun 30, 2023",Without /es/,12,12,15,0.00%,3,00:00:01,0.00%,0,$0.00,,,
Nepal,"Jan 1, 2023 - Jun 30, 2023",All Users,12,12,16,0.00%,3.19,00:00:06,0.00%,0,$0.00,,,
Nepal,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Nepal,"Jan 1, 2023 - Jun 30, 2023",Without /es/,12,12,16,0.00%,3.19,00:00:06,0.00%,0,$0.00,,,
Paraguay,"Jan 1, 2023 - Jun 30, 2023",All Users,12,12,12,0.00%,4,00:01:10,0.00%,0,$0.00,,,
Paraguay,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,3,3,3,0.00%,5,00:00:07,0.00%,0,$0.00,,,
Paraguay,"Jan 1, 2023 - Jun 30, 2023",Without /es/,9,9,9,0.00%,3.67,00:01:32,0.00%,0,$0.00,,,
Qatar,"Jan 1, 2023 - Jun 30, 2023",All Users,12,12,14,0.00%,4.29,00:02:27,0.00%,0,$0.00,,,
Qatar,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Qatar,"Jan 1, 2023 - Jun 30, 2023",Without /es/,12,12,14,0.00%,4.29,00:02:27,0.00%,0,$0.00,,,
Cyprus,"Jan 1, 2023 - Jun 30, 2023",All Users,11,10,12,0.00%,3.25,00:00:08,0.00%,0,$0.00,,,
Cyprus,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Cyprus,"Jan 1, 2023 - Jun 30, 2023",Without /es/,10,9,11,0.00%,3.27,00:00:09,0.00%,0,$0.00,,,
Jordan,"Jan 1, 2023 - Jun 30, 2023",All Users,11,11,24,4.17%,9.08,00:05:41,0.00%,0,$0.00,,,
Jordan,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Jordan,"Jan 1, 2023 - Jun 30, 2023",Without /es/,11,11,24,4.17%,9.08,00:05:41,0.00%,0,$0.00,,,
Algeria,"Jan 1, 2023 - Jun 30, 2023",All Users,10,10,10,0.00%,3.9,00:02:58,0.00%,0,$0.00,,,
Algeria,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Algeria,"Jan 1, 2023 - Jun 30, 2023",Without /es/,10,10,10,0.00%,3.9,00:02:58,0.00%,0,$0.00,,,
Ghana,"Jan 1, 2023 - Jun 30, 2023",All Users,10,10,15,0.00%,3.6,00:03:31,0.00%,0,$0.00,,,
Ghana,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Ghana,"Jan 1, 2023 - Jun 30, 2023",Without /es/,10,10,15,0.00%,3.6,00:03:31,0.00%,0,$0.00,,,
Belarus,"Jan 1, 2023 - Jun 30, 2023",All Users,9,9,10,0.00%,4.5,00:00:09,0.00%,0,$0.00,,,
Belarus,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Belarus,"Jan 1, 2023 - Jun 30, 2023",Without /es/,9,9,10,0.00%,4.5,00:00:09,0.00%,0,$0.00,,,
Cuba,"Jan 1, 2023 - Jun 30, 2023",All Users,9,9,13,0.00%,5.08,00:06:05,0.00%,0,$0.00,,,
Cuba,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Cuba,"Jan 1, 2023 - Jun 30, 2023",Without /es/,9,8,12,0.00%,5.25,00:06:36,0.00%,0,$0.00,,,
Iraq,"Jan 1, 2023 - Jun 30, 2023",All Users,9,9,14,0.00%,3.86,00:01:28,0.00%,0,$0.00,,,
Iraq,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Iraq,"Jan 1, 2023 - Jun 30, 2023",Without /es/,9,9,14,0.00%,3.86,00:01:28,0.00%,0,$0.00,,,
Malta,"Jan 1, 2023 - Jun 30, 2023",All Users,9,9,10,0.00%,3.6,00:00:24,0.00%,0,$0.00,,,
Malta,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Malta,"Jan 1, 2023 - Jun 30, 2023",Without /es/,9,9,10,0.00%,3.6,00:00:24,0.00%,0,$0.00,,,
Kazakhstan,"Jan 1, 2023 - Jun 30, 2023",All Users,8,8,11,0.00%,4.36,00:04:30,0.00%,0,$0.00,,,
Kazakhstan,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Kazakhstan,"Jan 1, 2023 - Jun 30, 2023",Without /es/,8,8,11,0.00%,4.36,00:04:30,0.00%,0,$0.00,,,
North Macedonia,"Jan 1, 2023 - Jun 30, 2023",All Users,8,8,24,0.00%,4,00:02:26,0.00%,0,$0.00,,,
North Macedonia,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,1,1,1,0.00%,18,00:08:03,0.00%,0,$0.00,,,
North Macedonia,"Jan 1, 2023 - Jun 30, 2023",Without /es/,7,7,23,0.00%,3.39,00:02:11,0.00%,0,$0.00,,,
Nicaragua,"Jan 1, 2023 - Jun 30, 2023",All Users,8,8,9,0.00%,3.56,00:00:19,0.00%,0,$0.00,,,
Nicaragua,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,1,1,1,0.00%,9,00:02:50,0.00%,0,$0.00,,,
Nicaragua,"Jan 1, 2023 - Jun 30, 2023",Without /es/,7,7,8,0.00%,2.88,00:00:00,0.00%,0,$0.00,,,
Uzbekistan,"Jan 1, 2023 - Jun 30, 2023",All Users,8,8,8,12.50%,2.75,00:00:09,0.00%,0,$0.00,,,
Uzbekistan,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Uzbekistan,"Jan 1, 2023 - Jun 30, 2023",Without /es/,8,8,8,12.50%,2.75,00:00:09,0.00%,0,$0.00,,,
Latvia,"Jan 1, 2023 - Jun 30, 2023",All Users,7,6,7,0.00%,4.29,00:00:13,0.00%,0,$0.00,,,
Latvia,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Latvia,"Jan 1, 2023 - Jun 30, 2023",Without /es/,7,6,7,0.00%,4.29,00:00:13,0.00%,0,$0.00,,,
Slovenia,"Jan 1, 2023 - Jun 30, 2023",All Users,7,7,7,0.00%,3.43,00:00:05,0.00%,0,$0.00,,,
Slovenia,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Slovenia,"Jan 1, 2023 - Jun 30, 2023",Without /es/,7,7,7,0.00%,3.43,00:00:05,0.00%,0,$0.00,,,
Syria,"Jan 1, 2023 - Jun 30, 2023",All Users,7,7,7,0.00%,3.86,00:01:17,0.00%,0,$0.00,,,
Syria,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Syria,"Jan 1, 2023 - Jun 30, 2023",Without /es/,7,7,7,0.00%,3.86,00:01:17,0.00%,0,$0.00,,,
Azerbaijan,"Jan 1, 2023 - Jun 30, 2023",All Users,6,6,6,0.00%,3,<00:00:01,0.00%,0,$0.00,,,
Azerbaijan,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Azerbaijan,"Jan 1, 2023 - Jun 30, 2023",Without /es/,6,6,6,0.00%,3,<00:00:01,0.00%,0,$0.00,,,
Cambodia,"Jan 1, 2023 - Jun 30, 2023",All Users,6,6,7,0.00%,4.57,00:01:58,0.00%,0,$0.00,,,
Cambodia,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Cambodia,"Jan 1, 2023 - Jun 30, 2023",Without /es/,6,6,7,0.00%,4.57,00:01:58,0.00%,0,$0.00,,,
Tunisia,"Jan 1, 2023 - Jun 30, 2023",All Users,6,6,7,0.00%,7.71,00:02:47,0.00%,0,$0.00,,,
Tunisia,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Tunisia,"Jan 1, 2023 - Jun 30, 2023",Without /es/,6,6,7,0.00%,7.71,00:02:47,0.00%,0,$0.00,,,
Uganda,"Jan 1, 2023 - Jun 30, 2023",All Users,6,6,6,0.00%,3,<00:00:01,0.00%,0,$0.00,,,
Uganda,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Uganda,"Jan 1, 2023 - Jun 30, 2023",Without /es/,6,6,6,0.00%,3,<00:00:01,0.00%,0,$0.00,,,
Armenia,"Jan 1, 2023 - Jun 30, 2023",All Users,5,5,6,0.00%,5.5,00:00:22,0.00%,0,$0.00,,,
Armenia,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Armenia,"Jan 1, 2023 - Jun 30, 2023",Without /es/,5,5,6,0.00%,5.5,00:00:22,0.00%,0,$0.00,,,
Bosnia & Herzegovina,"Jan 1, 2023 - Jun 30, 2023",All Users,5,5,5,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Bosnia & Herzegovina,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Bosnia & Herzegovina,"Jan 1, 2023 - Jun 30, 2023",Without /es/,5,5,5,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Bahamas,"Jan 1, 2023 - Jun 30, 2023",All Users,5,5,9,0.00%,3.22,00:00:58,0.00%,0,$0.00,,,
Bahamas,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Bahamas,"Jan 1, 2023 - Jun 30, 2023",Without /es/,5,5,9,0.00%,3.22,00:00:58,0.00%,0,$0.00,,,
